name,child_present,left_risk,right_risk,speed_kph,mode,action
pedestrian_vs_pedestrian,1,0.048565688818078545,0.7398289216099309,70,virtue,brake
car_vs_pedestrian,1,0.6202090987258799,0.7240576712682807,8,virtue,slow_down
car_vs_car,0,0.591638854579764,0.7422974569170884,50,virtue,brake
car_vs_pedestrian,1,0.8310900229980103,0.3448774174246808,41,virtue,slow_down
car_vs_pedestrian,1,0.5922668891573611,0.7398002499268358,54,virtue,brake
pedestrian_vs_pedestrian,1,0.9493708285915013,0.8265700568100571,27,virtue,brake
car_vs_car,1,0.3143846422344221,0.3471289095410822,36,virtue,slow_down
car_vs_pedestrian,0,0.3979214064048002,0.20795766658104375,24,virtue,slow_down
car_vs_car,0,0.9776746665029166,0.8878799214929188,49,virtue,brake
car_vs_car,1,0.10752424337177813,0.6206940649811684,13,virtue,slow_down
car_vs_pedestrian,1,0.7959048531962796,0.4603871690449497,46,virtue,brake
car_vs_car,0,0.011568714660440294,0.879743905939987,35,virtue,slow_down
car_vs_pedestrian,0,0.4865132494033523,0.1360056435781477,56,virtue,brake
car_vs_pedestrian,0,0.15340233736867448,0.8105846058609751,2,virtue,slow_down
pedestrian_vs_pedestrian,0,0.598861703728065,0.4908212758833034,12,virtue,slow_down
pedestrian_vs_pedestrian,0,0.798169969707828,0.04252426151803135,43,virtue,slow_down
car_vs_pedestrian,1,0.03304230235068728,0.9726126856785379,26,virtue,slow_down
pedestrian_vs_pedestrian,1,0.16377272659174524,0.7780667427488424,20,virtue,slow_down
car_vs_car,1,0.34261038116190246,0.21475582385457725,66,virtue,brake
pedestrian_vs_pedestrian,0,0.25579896585567397,0.9236955800012666,64,virtue,brake
pedestrian_vs_pedestrian,1,0.3832198898062551,0.9353455586557802,6,virtue,slow_down
car_vs_car,1,0.9518682998174518,0.8004656000965181,37,virtue,brake
car_vs_car,1,0.10120612744024049,0.1271704331420751,47,virtue,brake
car_vs_car,0,0.4232821086657721,0.18638133323337291,55,virtue,brake
pedestrian_vs_pedestrian,0,0.45709137160758284,0.754032934904249,14,virtue,slow_down
car_vs_pedestrian,0,0.2803420518291627,0.9138057704629918,60,virtue,brake
car_vs_pedestrian,1,0.2785065576875697,0.21501813789442015,46,virtue,brake
car_vs_pedestrian,0,0.7147521617493207,0.46082783522360005,62,virtue,brake
car_vs_pedestrian,1,0.6178438426509827,0.15479395968245258,48,virtue,brake
car_vs_pedestrian,0,0.8128320197331531,0.4780078428306942,61,virtue,brake
car_vs_pedestrian,1,0.4050732224780522,0.6425291300347242,2,virtue,slow_down
pedestrian_vs_pedestrian,0,0.606711026979673,0.018554888409359926,16,virtue,slow_down
car_vs_pedestrian,0,0.8935881406825845,0.6429271916942968,37,virtue,brake
pedestrian_vs_pedestrian,1,0.8513284717163855,0.639749927685734,21,virtue,brake
car_vs_pedestrian,1,0.9200233924999589,0.4550084868656362,14,virtue,slow_down
pedestrian_vs_pedestrian,1,0.2689750225282249,0.8954022625942131,50,virtue,brake
car_vs_pedestrian,0,0.9854211845321202,0.13481901752005454,70,virtue,brake
car_vs_car,0,0.8163899154714166,0.05131183045372334,38,virtue,slow_down
car_vs_pedestrian,0,0.7948078060413033,0.4958311599746559,43,virtue,slow_down
car_vs_car,1,0.6675786009586593,0.5330345200821096,43,virtue,slow_down
car_vs_car,0,0.9832679733720654,0.2666891862436851,29,virtue,slow_down
car_vs_car,0,0.4415632280464804,0.9616277066536864,48,virtue,brake
car_vs_car,1,0.7415393047624107,0.2537272399831496,57,virtue,brake
car_vs_car,0,0.6988112879885214,0.2701618287331279,8,virtue,slow_down
pedestrian_vs_pedestrian,0,0.7320889064470656,0.8109864548212067,19,virtue,brake
car_vs_car,0,0.7514648141692567,0.922823675828765,11,virtue,brake
car_vs_car,1,0.19075589112121338,0.5361397460048596,56,virtue,brake
car_vs_pedestrian,0,0.3490514697024023,0.01905398694656435,45,virtue,brake
car_vs_car,0,0.3922539958259049,0.3554348825558603,47,virtue,brake
car_vs_pedestrian,0,0.7479998139799621,0.22393982861582573,44,virtue,slow_down
car_vs_pedestrian,1,0.7162479757193043,0.5110180473346554,37,virtue,slow_down
pedestrian_vs_pedestrian,1,0.8333662052357192,0.6825717892687797,58,virtue,brake
car_vs_pedestrian,0,0.7885191578903361,0.39243628540801234,11,virtue,slow_down
car_vs_car,0,0.5960338793894108,0.5373599807259233,49,virtue,brake
pedestrian_vs_pedestrian,0,0.1399484864874425,0.7598603144122315,59,virtue,brake
pedestrian_vs_pedestrian,1,0.6354552592323651,0.24614700847316628,14,virtue,slow_down
car_vs_pedestrian,0,0.8870592836374791,0.19596789826376027,50,virtue,brake
car_vs_pedestrian,0,0.6431743633897312,0.8056349468271816,4,virtue,brake
car_vs_car,0,0.8956264285777417,0.03702362384083513,11,virtue,slow_down
car_vs_car,1,0.9990530181368994,0.15059658371056506,27,virtue,slow_down
pedestrian_vs_pedestrian,1,0.35920223302353294,0.012356745462270502,70,virtue,brake
car_vs_pedestrian,1,0.723289694347851,0.5553847934559067,26,virtue,slow_down
car_vs_pedestrian,0,0.5399586326005054,0.6000857318073685,30,virtue,slow_down
car_vs_pedestrian,0,0.45497180070816556,0.5310306943695038,54,virtue,brake
pedestrian_vs_pedestrian,0,0.23986707869246116,0.4142690293102802,56,virtue,brake
car_vs_pedestrian,0,0.24591459599593102,0.5290291234184641,47,virtue,brake
car_vs_car,1,0.18497228675997102,0.19393780151596263,2,virtue,slow_down
car_vs_pedestrian,1,0.6314835064989415,0.8262427248361569,61,virtue,brake
car_vs_pedestrian,0,0.14205309664310306,0.9807730037062758,18,virtue,slow_down
pedestrian_vs_pedestrian,1,0.43138646981705076,0.5406228826460545,35,virtue,slow_down
car_vs_pedestrian,0,0.5233332392721941,0.3743555383183894,51,virtue,brake
car_vs_pedestrian,1,0.4382344771889698,0.7917827165591712,20,virtue,slow_down
pedestrian_vs_pedestrian,1,0.8549295134739165,0.19307193108419518,48,virtue,brake
car_vs_car,0,0.4431693597938603,0.3207735660958353,35,virtue,slow_down
car_vs_pedestrian,1,0.0828320929643026,0.9399805834353263,11,virtue,slow_down
car_vs_car,1,0.9921995411726473,0.1862941726179358,15,virtue,slow_down
pedestrian_vs_pedestrian,0,0.8449835910602127,0.11211557783658221,54,virtue,brake
car_vs_car,0,0.6600434854059998,0.5463536956445234,4,virtue,slow_down
car_vs_car,1,0.7563236208086075,0.5874173366827583,27,virtue,slow_down
car_vs_car,0,0.1281906997548441,0.5971501040109201,35,virtue,slow_down
car_vs_car,0,0.7659147941031748,0.16447822904091303,27,virtue,slow_down
car_vs_pedestrian,1,0.20774894171209513,0.7211447272885667,29,virtue,slow_down
pedestrian_vs_pedestrian,1,0.48897612957397574,0.24228112793273693,69,virtue,brake
pedestrian_vs_pedestrian,1,0.17798278932428357,0.9481025509468991,2,virtue,slow_down
car_vs_pedestrian,0,0.7537849643321918,0.22795717734871168,69,virtue,brake
pedestrian_vs_pedestrian,1,0.2459338805124469,0.017311479100916904,51,virtue,brake
pedestrian_vs_pedestrian,0,0.25320841849169273,0.5678451933174161,65,virtue,brake
pedestrian_vs_pedestrian,1,0.10922234934029906,0.20284787310671204,45,virtue,brake
car_vs_car,1,0.7206064569638717,0.6285738253474129,67,virtue,brake
car_vs_car,0,0.29584463078087786,0.22921336057094777,5,virtue,hold_lane
pedestrian_vs_pedestrian,1,0.5182800132019674,0.4280843641898019,51,virtue,brake
car_vs_pedestrian,1,0.33224355736703926,0.17951440078801273,50,virtue,brake
pedestrian_vs_pedestrian,1,0.7747012588222333,0.428811357077414,66,virtue,brake
pedestrian_vs_pedestrian,0,0.22648365649400126,0.13652033872339608,5,virtue,hold_lane
pedestrian_vs_pedestrian,1,0.9408345000463917,0.33797305772584463,36,virtue,slow_down
car_vs_car,0,0.32133997488970767,0.19893161681780303,36,virtue,hold_lane
car_vs_car,0,0.10385162129075065,0.8161018727831083,6,virtue,slow_down
car_vs_pedestrian,0,0.24030523281493243,0.7293540835945105,44,virtue,slow_down
pedestrian_vs_pedestrian,1,0.0739409290671752,0.16681939816389346,34,virtue,slow_down
car_vs_car,1,0.4687387309924248,0.0829045525276777,35,virtue,slow_down
car_vs_pedestrian,1,0.25025122072346895,0.02574460601302908,48,virtue,brake
pedestrian_vs_pedestrian,0,0.8860460444448763,0.22667179613444077,53,virtue,brake
car_vs_car,1,0.5171286202201464,0.48017736599671124,47,virtue,brake
car_vs_car,0,0.2333684487292863,0.3998831968642005,27,virtue,slow_down
car_vs_pedestrian,0,0.4512703299049414,0.971499031762559,68,virtue,brake
pedestrian_vs_pedestrian,1,0.1959942721404243,0.7922456451919524,15,virtue,slow_down
car_vs_car,1,0.17872937592491844,0.07818668274786456,24,virtue,slow_down
pedestrian_vs_pedestrian,1,0.300656470133444,0.158932382533298,34,virtue,slow_down
pedestrian_vs_pedestrian,0,0.10830146476894675,0.02659905187485645,22,virtue,hold_lane
car_vs_pedestrian,1,0.18864753691089065,0.1382263614382565,24,virtue,slow_down
car_vs_pedestrian,1,0.9380468729954219,0.5294171488262903,65,virtue,brake
pedestrian_vs_pedestrian,1,0.6668026346974619,0.07673803532520918,10,virtue,slow_down
car_vs_car,0,0.9211026634572657,0.05986794731012701,36,virtue,slow_down
car_vs_car,0,0.25684694146778375,0.11816150429593408,33,virtue,hold_lane
car_vs_pedestrian,1,0.8570133358009238,0.6694136450732134,6,virtue,brake
car_vs_car,1,0.3622728068539839,0.01935812490810984,14,virtue,slow_down
pedestrian_vs_pedestrian,1,0.14419498112248563,0.9696261001940625,19,virtue,slow_down
car_vs_pedestrian,1,0.8047071000041969,0.3807862635145526,33,virtue,slow_down
car_vs_car,0,0.059650131862750144,0.33658736102372044,29,virtue,swerve_left
pedestrian_vs_pedestrian,1,0.40485283893496626,0.4748128339678629,42,virtue,slow_down
car_vs_pedestrian,0,0.8193146685116435,0.5178617946166306,26,virtue,slow_down
car_vs_pedestrian,1,0.6171849254465093,0.4200133889638339,55,virtue,brake
pedestrian_vs_pedestrian,1,0.5180656953996932,0.4863258808143107,26,virtue,slow_down
car_vs_pedestrian,0,0.35363392150358075,0.3397339007492862,60,virtue,brake
car_vs_car,0,0.07505583038802022,0.32200742072343225,70,virtue,brake
car_vs_car,0,0.9909719860358988,0.027315265115261056,47,virtue,brake
pedestrian_vs_pedestrian,1,0.17477372672504843,0.6718005340770477,7,virtue,slow_down
car_vs_pedestrian,1,0.2553084749760438,0.6172719795652378,63,virtue,brake
car_vs_car,1,0.23591576249461776,0.6688203773722011,57,virtue,brake
car_vs_pedestrian,0,0.9079414066857031,0.9410550540649721,39,virtue,brake
pedestrian_vs_pedestrian,1,0.7636883927235304,0.4730847396688014,24,virtue,slow_down
car_vs_car,0,0.4573297994393366,0.8817704343022418,50,virtue,brake
car_vs_car,0,0.9554230339518591,0.44394324685784825,43,virtue,brake
car_vs_car,0,0.052783380786441736,0.4776140274615617,54,virtue,brake
car_vs_pedestrian,1,0.8936703812216521,0.6329525177148896,45,virtue,brake
pedestrian_vs_pedestrian,1,0.06042733568815917,0.2159013993856187,58,virtue,brake
car_vs_car,1,0.39113069593456373,0.21735612255710335,68,virtue,brake
car_vs_pedestrian,1,0.05400487837648971,0.509831844219614,53,virtue,brake
car_vs_car,0,0.9989689917576853,0.06860981772029384,22,virtue,slow_down
pedestrian_vs_pedestrian,1,0.9143895025006017,0.23665804942399393,64,virtue,brake
pedestrian_vs_pedestrian,0,0.5847989552462312,0.7934121535809415,58,virtue,brake
car_vs_car,1,0.21784457399824553,0.46373342732623957,33,virtue,slow_down
car_vs_pedestrian,0,0.27677772519746924,0.02662193354911635,4,virtue,swerve_right
car_vs_car,1,0.4495433660571203,0.0607414183622893,67,virtue,brake
car_vs_car,1,0.32278018249234575,0.919515378572632,38,virtue,slow_down
car_vs_car,1,0.021313905434940716,0.9567184483402927,28,virtue,slow_down
car_vs_pedestrian,1,0.6562560081171346,0.6411038378215835,43,virtue,slow_down
car_vs_car,0,0.6134279040933013,0.18494510854174662,4,virtue,slow_down
car_vs_car,0,0.9043107032188408,0.36808620745252296,58,virtue,brake
pedestrian_vs_pedestrian,1,0.4768540401054504,0.30546705652130435,12,virtue,slow_down
car_vs_car,1,0.34470896179838784,0.7851563208214376,18,virtue,slow_down
car_vs_car,0,0.5115171829177669,0.5370896851257652,39,virtue,slow_down
car_vs_car,1,0.19469499089583964,0.7796565486146969,47,virtue,brake
car_vs_pedestrian,0,0.6255403518247864,0.36051061021499975,1,virtue,slow_down
car_vs_pedestrian,1,0.7700328827901616,0.8695114634767065,41,virtue,brake
pedestrian_vs_pedestrian,0,0.15346171337569214,0.42916237472947716,11,virtue,slow_down
pedestrian_vs_pedestrian,0,0.3183832176353292,0.4173740683812439,67,virtue,brake
pedestrian_vs_pedestrian,1,0.8678009793663987,0.4890984380224874,26,virtue,brake
car_vs_car,1,0.5055317486338219,0.5918057537044134,34,virtue,slow_down
car_vs_pedestrian,1,0.5318366466775467,0.8941118531581281,44,virtue,brake
pedestrian_vs_pedestrian,1,0.7224081970533516,0.4577555447973871,11,virtue,slow_down
car_vs_car,1,0.5778928152213265,0.9301362372139818,11,virtue,brake
car_vs_pedestrian,0,0.06957976807381916,0.3936683353668802,68,virtue,brake
pedestrian_vs_pedestrian,1,0.8039617118630358,0.3245726945417158,40,virtue,slow_down
pedestrian_vs_pedestrian,1,0.9228360372484677,0.29504560731878726,16,virtue,slow_down
pedestrian_vs_pedestrian,1,0.05327723299081222,0.021152004699864224,47,virtue,brake
car_vs_pedestrian,1,0.12124975645755098,0.8491439406138563,63,virtue,brake
pedestrian_vs_pedestrian,0,0.7019752022074804,0.07923373776263432,54,virtue,brake
car_vs_car,1,0.6044739325145255,0.33433135258726887,28,virtue,slow_down
car_vs_car,1,0.38251699897174585,0.25045678638723123,46,virtue,brake
pedestrian_vs_pedestrian,0,0.5392486489403714,0.7444367341932215,63,virtue,brake
car_vs_car,1,0.7033385680010588,0.9325871756708981,17,virtue,brake
car_vs_pedestrian,0,0.5044764618809293,0.8167097839288437,56,virtue,brake
car_vs_pedestrian,1,0.14018832463564923,0.31999832975725273,70,virtue,brake
car_vs_car,1,0.08943602913329018,0.4557573435309291,24,virtue,slow_down
pedestrian_vs_pedestrian,0,0.4388587351883817,0.2470368964346089,63,virtue,brake
pedestrian_vs_pedestrian,1,0.9228847578488337,0.9239801913213695,1,virtue,brake
car_vs_car,0,0.5577791747084938,0.11874457458987975,26,virtue,slow_down
pedestrian_vs_pedestrian,1,0.3582200690178491,0.9519544556447065,19,virtue,slow_down
pedestrian_vs_pedestrian,1,0.9087061695210354,0.8136568274160046,2,virtue,brake
car_vs_car,0,0.3886321561789381,0.7115777125263103,42,virtue,slow_down
car_vs_car,0,0.5091464809343752,0.7739936566500353,37,virtue,slow_down
pedestrian_vs_pedestrian,0,0.1164993306287212,0.3393468069020472,26,virtue,swerve_left
car_vs_car,0,0.7374009455193812,0.2958865074071122,61,virtue,brake
car_vs_pedestrian,0,0.7003029571437156,0.3814208655676522,17,virtue,slow_down
pedestrian_vs_pedestrian,0,0.794243992859329,0.18161324842075466,58,virtue,brake
car_vs_car,0,0.3251913134277634,0.7463600851961038,45,virtue,brake
car_vs_car,0,0.4360532190661919,0.4750438370060198,63,virtue,brake
pedestrian_vs_pedestrian,0,0.16834171152719835,0.8858099583197169,0,virtue,slow_down
pedestrian_vs_pedestrian,0,0.9645048760964994,0.8783815092768525,68,virtue,brake
car_vs_pedestrian,1,0.08607734740788264,0.15585387858254485,0,virtue,slow_down
car_vs_car,1,0.6490133036748073,0.2188182686737863,50,virtue,brake
car_vs_pedestrian,0,0.7052573945651862,0.41064022566112657,53,virtue,brake
car_vs_car,1,0.15773647365097965,0.1188144596176337,11,virtue,slow_down
car_vs_car,0,0.36532320583048983,0.689433884760382,2,virtue,slow_down
car_vs_car,1,0.043126566762483276,0.7375956553365053,2,virtue,slow_down
pedestrian_vs_pedestrian,0,0.556608257586641,0.7213503587959317,9,virtue,slow_down
car_vs_car,0,0.9949381428236241,0.4702103140180689,10,virtue,brake
car_vs_car,1,0.4298849568221589,0.8432162218673352,68,virtue,brake
car_vs_car,0,0.9900082203729365,0.6058457467386003,14,virtue,brake
car_vs_pedestrian,1,0.1262254238089625,0.9936117761866095,57,virtue,brake
car_vs_pedestrian,0,0.3924543432677957,0.815438218109179,4,virtue,slow_down
pedestrian_vs_pedestrian,0,0.9019649700484719,0.7222588157830618,46,virtue,brake
car_vs_pedestrian,0,0.8766954816574721,0.12330280251749104,32,virtue,slow_down
car_vs_pedestrian,1,0.3235915778697842,0.832600037631681,38,virtue,slow_down
pedestrian_vs_pedestrian,0,0.6786105837683316,0.30557221565804926,55,virtue,brake
car_vs_pedestrian,1,0.8861601715577907,0.4189142955448609,14,virtue,slow_down
car_vs_car,1,0.7668774661532277,0.46276028462028496,0,virtue,slow_down
pedestrian_vs_pedestrian,1,0.6284761969329175,0.33131052897870983,15,virtue,slow_down
car_vs_car,1,0.15257561456002255,0.1084388001294565,57,virtue,brake
car_vs_pedestrian,1,0.07300269257056347,0.19936384788835326,41,virtue,slow_down
car_vs_pedestrian,1,0.614622179816561,0.8034664544322626,65,virtue,brake
pedestrian_vs_pedestrian,0,0.5002756656891081,0.6522701322317147,59,virtue,brake
car_vs_pedestrian,0,0.23803665973148436,0.9428414909660993,10,virtue,slow_down
pedestrian_vs_pedestrian,1,0.29276979495902467,0.8210683536514637,4,virtue,slow_down
car_vs_pedestrian,0,0.39208717720141006,0.40222022604811525,1,virtue,slow_down
car_vs_pedestrian,1,0.49552085212250563,0.7862061504263718,13,virtue,slow_down
pedestrian_vs_pedestrian,0,0.3902589690884125,0.5764291924631171,34,virtue,slow_down
pedestrian_vs_pedestrian,0,0.3872916720859666,0.286301082824973,1,virtue,hold_lane
pedestrian_vs_pedestrian,0,0.11573281131135293,0.9750893133357391,61,virtue,brake
pedestrian_vs_pedestrian,0,0.8655904182553432,0.9284909933541279,33,virtue,brake
car_vs_pedestrian,1,0.6091540817780943,0.11219845379245752,52,virtue,brake
pedestrian_vs_pedestrian,1,0.14610218460201185,0.8394214816636502,61,virtue,brake
pedestrian_vs_pedestrian,0,0.42387440287793576,0.0776867197602027,2,virtue,slow_down
car_vs_pedestrian,0,0.4167159120295455,0.9288191937719055,30,virtue,slow_down
car_vs_pedestrian,1,0.6006208784891227,0.62416604281347,47,virtue,brake
pedestrian_vs_pedestrian,0,0.6088696178493316,0.1665822444473315,70,virtue,brake
car_vs_pedestrian,1,0.6452221369797624,0.8172624358079378,58,virtue,brake
pedestrian_vs_pedestrian,1,0.6979030573438074,0.5157818407635075,15,virtue,slow_down
car_vs_pedestrian,0,0.10335404612901644,0.05954987468042394,19,virtue,hold_lane
car_vs_pedestrian,0,0.30492220057281205,0.7984273847917338,56,virtue,brake
car_vs_pedestrian,0,0.017347819172672363,0.7883381889891865,46,virtue,brake
car_vs_pedestrian,0,0.45464151208038295,0.48205994685014697,17,virtue,slow_down
pedestrian_vs_pedestrian,0,0.4294300778302873,0.7311096664942628,35,virtue,slow_down
pedestrian_vs_pedestrian,1,0.7343269301794787,0.04014832901306775,65,virtue,brake
pedestrian_vs_pedestrian,0,0.16711694660786114,0.31810659681476605,14,virtue,swerve_left
pedestrian_vs_pedestrian,1,0.6314944571255109,0.6732223825609911,23,virtue,slow_down
car_vs_pedestrian,1,0.3066941979301522,0.23060572552470315,64,virtue,brake
pedestrian_vs_pedestrian,0,0.38191647480969915,0.4504113796713176,47,virtue,brake
car_vs_car,1,0.7192868623714541,0.9319467587890101,15,virtue,brake
car_vs_car,0,0.07154804857357533,0.8267517785730397,20,virtue,slow_down
pedestrian_vs_pedestrian,1,0.3427828889311625,0.5579965476627059,59,virtue,brake
pedestrian_vs_pedestrian,1,0.39132323013965187,0.5767163308645061,19,virtue,slow_down
pedestrian_vs_pedestrian,1,0.7157493118516688,0.8870060173029531,49,virtue,brake
car_vs_car,1,0.19922441507070066,0.8630591021027094,35,virtue,slow_down
car_vs_car,0,0.9474129936904631,0.08829673438296826,15,virtue,slow_down
pedestrian_vs_pedestrian,0,0.9977619527941581,0.46557738049785136,26,virtue,brake
car_vs_pedestrian,0,0.8189101408200553,0.19085365357144068,50,virtue,brake
car_vs_pedestrian,1,0.2997125014635281,0.08321975708784002,56,virtue,brake
car_vs_car,0,0.6638666540728546,0.292395508677496,1,virtue,slow_down
car_vs_pedestrian,1,0.08314803169793306,0.6106438053453076,64,virtue,brake
car_vs_pedestrian,0,0.8712793157065106,0.7943703208565303,16,virtue,brake
pedestrian_vs_pedestrian,1,0.5159928712602737,0.9124763695257383,46,virtue,brake
pedestrian_vs_pedestrian,1,0.17643916631978573,0.4229561347881797,20,virtue,slow_down
car_vs_car,0,0.32741655956170257,0.42232307331109487,19,virtue,slow_down
car_vs_car,0,0.8007427444879748,0.15325254784920295,63,virtue,brake
car_vs_car,1,0.8702267674270464,0.19484128382638577,49,virtue,brake
pedestrian_vs_pedestrian,0,0.5197133869344235,0.10249489070081408,64,virtue,brake
car_vs_car,0,0.48031150031067316,0.975900546321928,1,virtue,brake
car_vs_pedestrian,0,0.7507347465532593,0.1275974364154352,19,virtue,slow_down
car_vs_car,1,0.8261896225185549,0.7566424505838379,3,virtue,brake
car_vs_car,0,0.7648468123958205,0.3177642901667823,33,virtue,slow_down
pedestrian_vs_pedestrian,0,0.3844280502342077,0.5371477994703119,32,virtue,slow_down
pedestrian_vs_pedestrian,1,0.6419257616093194,0.8727102121042635,69,virtue,brake
pedestrian_vs_pedestrian,0,0.8573599082709277,0.9361674514742002,16,virtue,brake
car_vs_car,0,0.15176063404741957,0.24023031886584179,47,virtue,brake
car_vs_car,0,0.38813668511496313,0.9112694033600838,70,virtue,brake
car_vs_car,0,0.0566188838752647,0.25205243439918,4,virtue,swerve_left
car_vs_pedestrian,0,0.4088772856873999,0.804797202630107,31,virtue,slow_down
pedestrian_vs_pedestrian,0,0.7722820839186489,0.015250376858487957,27,virtue,slow_down
pedestrian_vs_pedestrian,0,0.19702844342558745,0.5352314762690444,1,virtue,slow_down
pedestrian_vs_pedestrian,1,0.5418871511243837,0.7258126866619589,29,virtue,slow_down
car_vs_pedestrian,0,0.03658573342182714,0.8389389688982419,18,virtue,slow_down
car_vs_pedestrian,1,0.8976499907316582,0.841128886394696,21,virtue,brake
pedestrian_vs_pedestrian,1,0.8200046949004514,0.29886783342009693,15,virtue,slow_down
car_vs_car,1,0.5244091917870659,0.8531496094809895,36,virtue,brake
pedestrian_vs_pedestrian,1,0.7057869959719498,0.32364702775355847,28,virtue,slow_down
car_vs_car,0,0.1039161648688589,0.23376736783453878,52,virtue,brake
car_vs_car,1,0.8452094963973705,0.0014732697202091138,25,virtue,slow_down
car_vs_car,0,0.7152615310717714,0.23571525513340474,49,virtue,brake
pedestrian_vs_pedestrian,0,0.1199673967250805,0.11843882378939852,37,virtue,hold_lane
car_vs_car,1,0.9806892851187775,0.6749366025989959,24,virtue,brake
pedestrian_vs_pedestrian,0,0.022530444206446676,0.14478762776088594,58,virtue,brake
car_vs_pedestrian,0,0.6285108625927736,0.5853835177445659,52,virtue,brake
car_vs_car,0,0.17175499674081673,0.12646775972522262,37,virtue,hold_lane
pedestrian_vs_pedestrian,0,0.7192576492195367,0.7044185328618452,37,virtue,brake
pedestrian_vs_pedestrian,0,0.07040625396877898,0.28554550164786674,54,virtue,brake
pedestrian_vs_pedestrian,1,0.08110088284311612,0.3086963876133907,54,virtue,brake
car_vs_pedestrian,1,0.4662917405631323,0.6403853151150554,50,virtue,brake
pedestrian_vs_pedestrian,0,0.9940094654019129,0.9389453237101401,8,virtue,brake
pedestrian_vs_pedestrian,1,0.2765162397706512,0.9916010499569748,16,virtue,slow_down
pedestrian_vs_pedestrian,0,0.6125281607565226,0.35726361156658304,28,virtue,slow_down
car_vs_pedestrian,1,0.5185990743742355,0.9463265732168958,40,virtue,brake
pedestrian_vs_pedestrian,1,0.8421196096504375,0.6123214683021446,28,virtue,brake
pedestrian_vs_pedestrian,1,0.2885896077051602,0.906468576064126,58,virtue,brake
pedestrian_vs_pedestrian,0,0.5549443807114862,0.027852148161440438,24,virtue,slow_down
car_vs_pedestrian,0,0.9506235151051808,0.03317285184792618,38,virtue,slow_down
pedestrian_vs_pedestrian,0,0.33258580833605755,0.07457397770408536,49,virtue,brake
car_vs_pedestrian,1,0.43940558131018104,0.8043930019338057,26,virtue,slow_down
car_vs_car,0,0.8888133145036714,0.13795647796454746,39,virtue,slow_down
car_vs_car,0,0.3324988572344578,0.17658501163977813,51,virtue,brake
car_vs_car,1,0.3806737646338155,0.5853999019862456,27,virtue,slow_down
pedestrian_vs_pedestrian,1,0.30411880887769827,0.9574458620689561,68,virtue,brake
car_vs_pedestrian,0,0.8095313753250729,0.5671124870804397,38,virtue,brake
car_vs_car,0,0.9303869704377798,0.7325958008693723,55,virtue,brake
car_vs_car,0,0.6310988806669057,0.1877342634901784,50,virtue,brake
car_vs_car,0,0.6236301312596525,0.9141740531486433,57,virtue,brake
car_vs_pedestrian,1,0.3900036197131751,0.055876648566197784,47,virtue,brake
car_vs_pedestrian,0,0.012483749571496672,0.28281900831094653,38,virtue,swerve_left
car_vs_pedestrian,1,0.1739375988235733,0.45372419132940234,54,virtue,brake
car_vs_car,0,0.14743835459023447,0.22617215474612173,33,virtue,hold_lane
car_vs_car,1,0.11588200281303673,0.6637608141129633,60,virtue,brake
car_vs_car,1,0.6540473160533953,0.6787924332037119,35,virtue,slow_down
car_vs_car,0,0.13634895237379763,0.21185801861538134,52,virtue,brake
car_vs_pedestrian,0,0.08563395253671924,0.008591268731870216,14,virtue,hold_lane
car_vs_pedestrian,0,0.3825815065618582,0.07431724799065231,12,virtue,swerve_right
car_vs_car,0,0.24902266296789854,0.0004278850272756429,40,virtue,swerve_right
pedestrian_vs_pedestrian,1,0.14586054563588224,0.9053937154973559,60,virtue,brake
car_vs_pedestrian,0,0.146127875558568,0.6216656952220425,52,virtue,brake
pedestrian_vs_pedestrian,1,0.2562057067827658,0.13843527537019484,23,virtue,slow_down
car_vs_car,0,0.5368497633760414,0.09251292219844032,60,virtue,brake
car_vs_pedestrian,0,0.7580956000912513,0.8175948644785515,47,virtue,brake
car_vs_car,1,0.8527766432521394,0.811039595776331,39,virtue,brake
car_vs_pedestrian,1,0.7514178497388502,0.9273796402142775,70,virtue,brake
car_vs_pedestrian,1,0.6282132597041707,0.15927348125447294,55,virtue,brake
car_vs_car,0,0.9076245775194832,0.522274760159522,20,virtue,brake
car_vs_car,1,0.5197368027342506,0.12147605670243478,4,virtue,slow_down
pedestrian_vs_pedestrian,1,0.6333568408536914,0.7956395647745966,19,virtue,brake
car_vs_pedestrian,0,0.4116205503318684,0.4124847838071448,12,virtue,slow_down
pedestrian_vs_pedestrian,1,0.32738420088074605,0.6958255565776691,12,virtue,slow_down
car_vs_pedestrian,1,0.3317117794612534,0.030313682230715178,37,virtue,slow_down
car_vs_pedestrian,0,0.14831728171229275,0.7779309970918005,69,virtue,brake
pedestrian_vs_pedestrian,1,0.7965976506738514,0.22948628475047184,46,virtue,brake
pedestrian_vs_pedestrian,1,0.05536808433354379,0.8428043578066644,30,virtue,slow_down
car_vs_car,0,0.67468524376452,0.18585848391828685,17,virtue,slow_down
car_vs_pedestrian,1,0.8644601928370358,0.7900972375949854,55,virtue,brake
car_vs_pedestrian,0,0.4974283469853672,0.13410573167990714,38,virtue,slow_down
car_vs_car,0,0.07020078184155021,0.6634172383170589,3,virtue,slow_down
car_vs_car,0,0.4284174616368909,0.7792587252094815,33,virtue,slow_down
pedestrian_vs_pedestrian,0,0.34322660288234985,0.3862328511121689,12,virtue,hold_lane
car_vs_pedestrian,1,0.9855393192994307,0.2443326139046098,35,virtue,slow_down
